Plan_ID,Issuer_ID,State,Issuer_Name,Plan_Type,Metal_Level,Exchange_Type,Individual/SHOP,Bayesian_Anomaly,Bayesian_Anomaly_Score,Bayesian_Anomaly_Probability,Bayesian_Threshold,Rule_Anomaly,Rule_Count,Rule_Name,Rule_Reason,Rule_Severity,Evidence_Count,Evidence_Severity,Evidence_Types,Evidence_Features,Evidence_Details,Evidence_Summary,Anomaly_Signal_Count,Anomaly_Signals,Final_Anomaly,Final_Severity
69803NC0010024,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Bronze,FFE,Individual,0,63.9574926148883,0.0104066113048995,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
69803NC0010025,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Silver,FFE,Individual,0,87.11046661836669,0.015090428878903,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
69803NC0010045,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Silver,FFE,Individual,0,130.45183266838217,0.023858332818841,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
69803NC0010050,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Bronze,FFE,Individual,0,101.86620606819864,0.0180754964448302,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
69803NC0010052,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Silver,FFE,Individual,0,52.51518356344399,0.0080918465487916,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
69803NC0010053,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Gold,FFE,Individual,0,49.98472803212257,0.0075799385716109,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
69803NC0010055,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Bronze,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010056,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Silver,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010057,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Gold,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010058,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Bronze,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010059,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Bronze,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010060,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Catastrophic,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010061,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Bronze,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010062,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Bronze,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010063,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Silver,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010064,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Silver,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010065,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Silver,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010067,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Bronze,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010070,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Silver,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010071,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Silver,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010072,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Silver,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010074,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Gold,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69803NC0010075,69803,NC,"Oscar Health Plan of North Carolina, Inc",HMO,Gold,FFE,Individual,0,22.22258043170133,0.0019636909654332,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69842LA0240012,69842,LA,UnitedHealthcare Insurance Company,EPO,Gold,FFE,Individual,0,49.07434323713042,0.0073957688705069,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
69842LA0240014,69842,LA,UnitedHealthcare Insurance Company,EPO,Silver,FFE,Individual,0,50.73495198385363,0.0077317079351937,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
69842LA0240017,69842,LA,UnitedHealthcare Insurance Company,EPO,Silver,FFE,Individual,0,41.92713926688791,0.0059498984801294,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
69842LA0240018,69842,LA,UnitedHealthcare Insurance Company,EPO,Bronze,FFE,Individual,0,64.33371710503431,0.0104827210469332,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
69842LA0240022,69842,LA,UnitedHealthcare Insurance Company,EPO,Silver,FFE,Individual,0,42.959965094336205,0.0061588378483834,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
69842LA0240023,69842,LA,UnitedHealthcare Insurance Company,EPO,Gold,FFE,Individual,0,41.78970879198089,0.0059220964675899,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
69842LA0240024,69842,LA,UnitedHealthcare Insurance Company,EPO,Bronze,FFE,Individual,0,190.03058648649773,0.0359110399193886,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
69842LA0240025,69842,LA,UnitedHealthcare Insurance Company,EPO,Gold,FFE,Individual,0,26.150236850239963,0.0027582509280123,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69842LA0240026,69842,LA,UnitedHealthcare Insurance Company,EPO,Bronze,FFE,Individual,0,26.150236850239963,0.0027582509280123,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69842LA0250002,69842,LA,UnitedHealthcare Insurance Company,EPO,Gold,FFE,Individual,0,53.50262235748439,0.0082916041771673,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
69842LA0250003,69842,LA,UnitedHealthcare Insurance Company,EPO,Silver,FFE,Individual,0,26.150236850239963,0.0027582509280123,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69842LA0250005,69842,LA,UnitedHealthcare Insurance Company,EPO,Silver,FFE,Individual,0,26.150236850239963,0.0027582509280123,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
69842LA0250006,69842,LA,UnitedHealthcare Insurance Company,EPO,Bronze,FFE,Individual,0,26.150236850239963,0.0027582509280123,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70111TN0110018,70111,TN,Celtic Insurance Company,EPO,Silver,FFE,Individual,0,50.86026840074264,0.0077570592890046,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70111TN0110019,70111,TN,Celtic Insurance Company,EPO,Silver,FFE,Individual,0,50.86026840074264,0.0077570592890046,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70111TN0110020,70111,TN,Celtic Insurance Company,EPO,Silver,FFE,Individual,0,50.86026840074264,0.0077570592890046,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70111TN0110023,70111,TN,Celtic Insurance Company,EPO,Bronze,FFE,Individual,0,66.55002566524699,0.0109310774862476,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70111TN0110026,70111,TN,Celtic Insurance Company,EPO,Bronze,FFE,Individual,0,150.82879452402398,0.0279805666204216,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70111TN0110030,70111,TN,Celtic Insurance Company,EPO,Gold,FFE,Individual,0,43.36536944903792,0.0062408506403834,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70111TN0110031,70111,TN,Celtic Insurance Company,EPO,Gold,FFE,Individual,0,43.05704405416904,0.0061784768000819,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70111TN0110033,70111,TN,Celtic Insurance Company,EPO,Bronze,FFE,Individual,0,43.91473134403341,0.0063519858620565,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70111TN0110034,70111,TN,Celtic Insurance Company,EPO,Silver,FFE,Individual,1,321.274158122446,0.062461449694439,292.3326145502012,0,0,NONE,No rule violation detected,NONE,1,MEDIUM,"{""MISSINGNESS"": 1}","[""Total_Important_Missing_Count""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""2 important data fields are missing or unavailable."", ""value"": 2.0}]",2 important data fields are missing or unavailable.,2,"Bayesian, ML_Evidence",1,HIGH
70111TN0110035,70111,TN,Celtic Insurance Company,EPO,Gold,FFE,Individual,0,53.01295251000613,0.0081925445817679,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70111TN0120001,70111,TN,Celtic Insurance Company,EPO,Silver,FFE,Individual,0,50.86026840074264,0.0077570592890046,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70111TN0120003,70111,TN,Celtic Insurance Company,EPO,Silver,FFE,Individual,0,50.86026840074264,0.0077570592890046,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70111TN0120023,70111,TN,Celtic Insurance Company,EPO,Bronze,FFE,Individual,0,39.93303175917679,0.0055464930347786,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70111TN0120026,70111,TN,Celtic Insurance Company,EPO,Bronze,FFE,Individual,0,40.98559563997243,0.005759425386445,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70111TN0120030,70111,TN,Celtic Insurance Company,EPO,Gold,FFE,Individual,0,41.59820399912807,0.0058833552884163,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70111TN0120034,70111,TN,Celtic Insurance Company,EPO,Gold,FFE,Individual,0,44.02823875524686,0.0063749482688446,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70111TN0120035,70111,TN,Celtic Insurance Company,EPO,Bronze,FFE,Individual,0,43.30535056668853,0.0062287088958335,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70111TN0120036,70111,TN,Celtic Insurance Company,EPO,Silver,FFE,Individual,0,43.32360969408688,0.0062324026943832,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70111TN0120037,70111,TN,Celtic Insurance Company,EPO,Gold,FFE,Individual,0,75.54255722521381,0.0127502553313497,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70525AR0070002,70525,AR,"QCA Health Plan, Inc.",POS,Silver,SBE-FP,Individual,0,38.75191132079745,0.0053075538529065,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70525AR0070261,70525,AR,"QCA Health Plan, Inc.",POS,Silver,SBE-FP,Individual,1,386.7291781641157,0.0757029180747803,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,1,Bayesian,1,MEDIUM
70525AR0070268,70525,AR,"QCA Health Plan, Inc.",POS,Gold,SBE-FP,Individual,0,62.34864497923417,0.0100811434479996,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70525AR0070285,70525,AR,"QCA Health Plan, Inc.",POS,Bronze,SBE-FP,Individual,0,43.92097736434216,0.0063532494241235,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70525AR0070287,70525,AR,"QCA Health Plan, Inc.",POS,Bronze,SBE-FP,Individual,0,96.7425612751488,0.0170389895355652,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70525AR0070288,70525,AR,"QCA Health Plan, Inc.",POS,Silver,SBE-FP,Individual,0,55.15554100909927,0.0086259875452681,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
70525AR0070289,70525,AR,"QCA Health Plan, Inc.",POS,Gold,SBE-FP,Individual,1,354.11998773248,0.0691061197889629,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,1,Bayesian,1,MEDIUM
70525AR0210001,70525,AR,"QCA Health Plan, Inc.",POS,Silver,SBE-FP,Individual,0,38.75191132079745,0.0053075538529065,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70525AR0210002,70525,AR,"QCA Health Plan, Inc.",POS,Gold,SBE-FP,Individual,0,38.75191132079745,0.0053075538529065,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70525AR0210003,70525,AR,"QCA Health Plan, Inc.",POS,Gold,SBE-FP,Individual,0,38.75191132079745,0.0053075538529065,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70525AR0210005,70525,AR,"QCA Health Plan, Inc.",POS,Silver,SBE-FP,Individual,0,38.75191132079745,0.0053075538529065,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70754TX0020001,70754,TX,"UnitedHealthcare Benefits of Texas, Inc.",HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70754TX0020002,70754,TX,"UnitedHealthcare Benefits of Texas, Inc.",HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70754TX0020003,70754,TX,"UnitedHealthcare Benefits of Texas, Inc.",HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70754TX0020004,70754,TX,"UnitedHealthcare Benefits of Texas, Inc.",HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70754TX0020005,70754,TX,"UnitedHealthcare Benefits of Texas, Inc.",HMO,Gold,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70754TX0020006,70754,TX,"UnitedHealthcare Benefits of Texas, Inc.",HMO,Gold,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70754TX0020008,70754,TX,"UnitedHealthcare Benefits of Texas, Inc.",HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70754TX0020009,70754,TX,"UnitedHealthcare Benefits of Texas, Inc.",HMO,Gold,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70754TX0030001,70754,TX,"UnitedHealthcare Benefits of Texas, Inc.",HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70754TX0030002,70754,TX,"UnitedHealthcare Benefits of Texas, Inc.",HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
70754TX0030003,70754,TX,"UnitedHealthcare Benefits of Texas, Inc.",HMO,Gold,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
71287OR0420001,71287,OR,Kaiser Foundation Healthplan of the NW,EPO,Gold,SBE-FP,Individual,0,253.4881239507264,0.0487484200820099,292.3326145502012,0,0,NONE,No rule violation detected,NONE,1,MEDIUM,"{""MISSINGNESS"": 1}","[""Total_Important_Missing_Count""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""5 important data fields are missing or unavailable."", ""value"": 5.0}]",5 important data fields are missing or unavailable.,1,ML_Evidence,1,MEDIUM
71287OR0420002,71287,OR,Kaiser Foundation Healthplan of the NW,EPO,Gold,SBE-FP,Individual,0,39.50419769761605,0.0054597404424953,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
71287OR0420003,71287,OR,Kaiser Foundation Healthplan of the NW,EPO,Silver,SBE-FP,Individual,0,124.21840742373632,0.022597318717468,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
71287OR0420004,71287,OR,Kaiser Foundation Healthplan of the NW,EPO,Bronze,SBE-FP,Individual,0,260.3160615078881,0.0501297032778373,292.3326145502012,0,0,NONE,No rule violation detected,NONE,1,MEDIUM,"{""MISSINGNESS"": 1}","[""Total_Important_Missing_Count""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""5 important data fields are missing or unavailable."", ""value"": 5.0}]",5 important data fields are missing or unavailable.,1,ML_Evidence,1,MEDIUM
71287OR0420005,71287,OR,Kaiser Foundation Healthplan of the NW,EPO,Gold,SBE-FP,Individual,1,371.5838274740245,0.0726390326440777,292.3326145502012,0,0,NONE,No rule violation detected,NONE,1,MEDIUM,"{""MISSINGNESS"": 1}","[""Total_Important_Missing_Count""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""4 important data fields are missing or unavailable."", ""value"": 4.0}]",4 important data fields are missing or unavailable.,2,"Bayesian, ML_Evidence",1,HIGH
71287OR0420011,71287,OR,Kaiser Foundation Healthplan of the NW,EPO,Silver,SBE-FP,Individual,0,105.47562984981062,0.0188056783444774,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
71287OR0420012,71287,OR,Kaiser Foundation Healthplan of the NW,EPO,Silver,SBE-FP,Individual,0,132.43380039440297,0.0242592824015966,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
71287OR0420014,71287,OR,Kaiser Foundation Healthplan of the NW,EPO,Bronze,SBE-FP,Individual,0,225.67152295033432,0.0431211566213803,292.3326145502012,0,0,NONE,No rule violation detected,NONE,1,MEDIUM,"{""MISSINGNESS"": 1}","[""Total_Important_Missing_Count""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""5 important data fields are missing or unavailable."", ""value"": 5.0}]",5 important data fields are missing or unavailable.,1,ML_Evidence,1,MEDIUM
